Observation Order,Exam Code,Course ID,Year,Semester,Course,Subject,Exam,Class Order,ID,Gender,Exam Type,Correct,Wrong,Score
1167,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,85,2836998,F,B,14,11,56
1168,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,86,2836946,M,B,15,10,60
1169,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,87,2836930,M,B,9,16,36
1170,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,88,2836914,M,B,7,18,28
1173,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,91,2718740,M,B,12,13,48
1177,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,95,2718694,F,B,22,3,88
1178,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,96,2836780,M,B,22,3,88
1179,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,97,2718642,F,B,12,13,48
1184,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,102,2836682,F,B,24,1,96
1187,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,105,2836618,M,B,20,5,80
1190,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,108,2836550,F,B,11,14,44
1191,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,109,2718610,M,B,11,14,44
1194,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,112,2836484,F,B,14,10,56
1195,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,113,2718510,M,B,10,15,40
1196,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,114,2836534,F,B,15,10,60
1198,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,116,2718444,F,B,10,15,40
1200,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,118,2719932,F,B,16,8,64
1202,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,120,2719916,F,B,18,7,72
1208,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,126,2837692,M,B,23,2,92
1210,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,128,2837624,F,B,15,10,60
1212,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,130,2837676,F,B,17,8,68
1217,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,135,2836436,F,B,13,12,52
1218,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,136,2837478,M,B,4,21,16
1220,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,138,2718360,F,B,18,7,72
1221,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,139,2836300,M,B,21,4,84
1222,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,140,2836286,F,B,11,14,44
1223,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,141,2836270,M,B,21,4,84
1224,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,142,2836254,M,B,14,11,56
1230,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,148,2836138,M,B,18,7,72
1231,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,149,2718246,M,B,17,8,68
1233,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,151,2836056,M,B,11,14,44
1234,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,152,2718146,F,B,15,10,60
1237,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,1,2707278,F,B,21,4,84
1239,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,3,2766262,M,B,14,11,56
1240,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,4,2707210,F,B,16,9,64
1242,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,6,2766460,F,B,17,8,68
1246,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,10,2495562,M,B,20,5,80
1250,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,14,2766162,F,B,18,7,72
1251,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,15,2766130,F,B,16,9,64
1252,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,16,2582850,F,B,15,10,60
1253,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,17,2707096,F,B,13,12,52
1254,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,18,2642230,M,B,13,12,52
1255,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,19,2707440,F,B,13,12,52
1260,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,24,2766080,F,B,19,6,76
1262,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,26,2707028,F,B,14,11,56
1264,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,28,2707012,F,B,20,5,80
1266,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,30,2706960,F,B,24,1,96
1267,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,31,2404812,M,B,10,15,40
1269,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,33,2707324,F,B,17,8,68
1270,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,34,2642496,F,B,11,14,44
1272,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,36,2766396,F,B,15,10,60
1273,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,37,2765968,F,B,17,8,68
1279,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,43,2696960,F,B,8,17,32
1281,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,45,2706944,M,B,16,9,64
1282,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,46,2641854,F,B,20,5,80
1283,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,47,2706912,F,B,16,9,64
1284,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,48,2706928,M,B,19,6,76
1286,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,50,2765886,F,B,10,15,40
1287,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,51,2706846,F,B,15,10,60
1289,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,53,2641738,F,B,19,6,76
1290,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,54,2706830,M,B,13,12,52
1293,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,57,2765688,M,B,13,12,52
1295,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,59,2707424,F,B,20,5,80
1302,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,66,2765620,F,B,19,6,76
1303,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,67,2706762,F,B,16,9,64
1304,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,68,2765604,F,B,17,8,68
1307,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,71,2765520,F,B,17,8,68
1308,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,72,2765504,F,B,15,10,60
1309,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,73,2706714,F,B,19,6,76
1310,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,74,2823682,F,B,20,5,80
1311,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,75,2810742,F,B,16,9,64
1315,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,79,2583792,F,B,21,4,84
1316,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,80,2706648,F,B,9,16,36
1318,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,82,2706632,F,B,17,8,68
1319,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,83,3104660,M,B,13,12,52
1320,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,84,2769350,F,B,12,13,48
1322,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,86,2706580,F,B,20,5,80
1323,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,87,2706564,F,B,12,13,48
1324,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,88,2706548,F,B,21,4,84
1328,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,92,2766328,F,B,12,13,48
1329,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,93,2765390,M,B,20,5,80
1330,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,94,2706482,F,B,10,15,40
1331,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,95,2706466,F,B,8,17,32
1333,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,97,2706450,F,B,15,10,60
1336,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,100,2706382,F,B,17,8,68
1337,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,101,2706418,F,B,20,5,80
1338,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,102,2692276,F,B,16,9,64
1342,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,106,2641276,F,B,18,7,72
1343,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,107,2765208,F,B,18,7,72
1344,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,108,2765192,F,B,18,7,72
1345,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,109,2574184,F,B,14,11,56
1346,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,110,2436226,F,B,6,19,24
1347,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,111,2641176,F,B,15,10,60
1349,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,113,2765140,F,B,18,7,72
1353,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,117,2494688,M,B,11,14,44
1358,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,2,2105752,F,B,21,4,84
1360,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,4,2107930,M,B,21,4,84
1362,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,6,2246626,M,B,14,11,56
1364,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,8,2247568,F,B,15,10,60
1365,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,9,2340624,F,B,15,10,60
1366,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,10,2342342,F,B,15,9,60
1368,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,12,2344322,M,B,13,12,52
1371,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,15,2403062,F,B,14,10,56
1374,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,18,2475944,M,B,15,10,60
1375,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,19,2476106,F,B,18,7,72
1378,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,22,2476852,M,B,20,5,80
1380,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,24,2477164,F,B,14,11,56
1382,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,26,2477596,M,B,9,16,36
1384,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,28,2478436,M,B,19,6,76
1385,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,29,2572204,F,B,19,6,76
1386,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,30,2572470,M,B,10,15,40
1388,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,32,2580754,F,B,13,12,52
1389,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,33,2580936,F,B,17,8,68
1390,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,34,2581036,F,B,17,8,68
1392,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,36,2581118,F,B,14,11,56
1395,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,39,2581380,F,B,19,6,76
1396,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,40,2581432,F,B,18,7,72
1401,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,45,2622018,F,B,18,7,72
1407,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,51,2622826,F,B,20,5,80
1409,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,53,2622940,M,B,19,6,76
1410,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,54,2623008,M,B,18,7,72
1411,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,55,2623222,M,B,14,11,56
1413,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,57,2623320,F,B,14,11,56
1414,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,58,2623420,F,B,21,4,84
1415,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,59,2623472,F,B,19,6,76
1416,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,60,2623488,F,B,12,13,48
1419,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,63,2623602,F,B,17,8,68
1420,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,64,2623686,F,B,17,8,68
1421,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,65,2623982,F,B,10,15,40
1428,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,72,2624706,M,B,16,9,64
1434,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,78,2646388,M,B,13,12,52
1435,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,79,2655464,F,B,11,14,44
1436,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,80,2695032,M,B,22,3,88
1437,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,81,2695048,M,B,16,9,64
1439,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,83,2695080,M,B,15,10,60
1441,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,85,2704932,M,B,18,7,72
1446,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,90,2705198,F,B,19,6,76
1447,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,91,2705230,F,B,14,10,56
1452,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,96,2705444,M,B,10,15,40
1453,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,97,2705460,F,B,17,8,68
1455,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,99,2705610,F,B,14,11,56
1456,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,100,2705642,F,B,13,12,52
1457,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,101,2705724,F,B,9,15,36
1458,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,102,2705740,F,B,17,7,68
1459,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,103,2705776,F,B,17,8,68
1465,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,109,2706086,F,B,14,11,56
1466,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,110,2706136,F,B,19,6,76
1467,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,111,2746034,F,B,18,7,72
1470,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,114,2746132,F,B,17,8,68
1474,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,118,2746232,F,B,18,7,72
1476,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,120,2746280,F,B,16,9,64
1478,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,122,2746498,F,B,19,6,76
1479,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,123,2746512,F,B,20,5,80
1481,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,125,2746612,F,B,20,5,80
1482,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,126,2746628,F,B,17,8,68
1483,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,127,2746644,F,B,18,7,72
1484,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,128,2746726,F,B,19,6,76
1487,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,131,2746810,F,B,20,5,80
1488,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,132,2746826,F,B,20,5,80
1489,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,133,2746908,F,B,20,5,80
1492,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,136,2746992,F,B,24,1,96
1494,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,138,2747024,M,B,18,7,72
1495,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,139,2747040,F,B,20,5,80
1496,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,140,2747076,M,B,18,7,72
1500,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,144,2747372,F,B,21,4,84
1501,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,145,2747388,F,B,18,7,72
1502,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,146,2747404,M,B,23,2,92
1503,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,147,2747456,M,B,16,9,64
1505,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,149,2747538,F,B,22,3,88
1507,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,151,2747700,F,B,19,6,76
1508,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,152,2747752,F,B,19,6,76
1509,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,153,2747784,F,B,21,4,84
1511,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,155,2747836,F,B,21,4,84
1514,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,158,2747966,M,B,17,8,68
1518,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,162,2748160,F,B,15,10,60
1522,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,166,2748378,F,B,19,6,76
1524,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,168,2748608,M,B,19,6,76
1525,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,169,2748640,F,B,19,6,76
1527,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,171,2748774,M,B,19,6,76
1530,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,174,2748858,F,B,17,8,68
1532,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,176,2748956,M,B,15,10,60
1533,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,177,2748972,M,B,12,13,48
1535,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,179,2812890,M,B,15,10,60
1536,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,180,2813020,F,B,21,4,84
1537,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,181,2821654,F,B,15,10,60
1540,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,184,2821768,F,B,19,6,76
1541,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,185,2821852,F,B,12,13,48
1542,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,186,2821884,F,B,16,9,64
1543,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,187,2821918,F,B,18,7,72
1544,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,188,2821982,F,B,15,10,60
